I love trying out new board games with friends. Our game nights are always a blast.	0
I pulled another all-nighter trying to finish this project. Coffee has become my best friend.	1
I’ve been reading up on space exploration, and the upcoming Mars missions are fascinating.	0
I’m feeling tired, but I know it’s just because of how much I’ve been juggling recently.	0
I feel like I’m running on empty after a full day of back-to-back commitments.	0
Late-night study sessions are necessary, but the impact on my health is noticeable.	1
Sleep seems to slip further away the more I think about how much I need it.	1
The endless nights of coding are starting to take a toll on my health and focus.	1
My vacation to Italy was amazing. The food, the architecture, and the history were unforgettable.	0
I just got a new puppy, and he's been keeping me on my toes with all his energy.	0
The longer I go without sleep, the harder it is to remember what day it is.	1
The new smartphone I bought has a great camera, and I’ve been taking photos everywhere I go.	0
The new art exhibit at the museum features works by local artists, and it's definitely worth a visit.	0
Every day feels like a marathon, and I can’t seem to reach the finish line.	0
It feels like my mind is moving slower because of all the sleep I’ve missed.	1
The bags under my eyes are proof of the sleepless nights I've endured recently.	1
I’ve developed a habit of waking up in the middle of the night, unable to fall back asleep.	1
I miss the days when I could sleep in and feel fully rested the next day.	1
I’ve been trying to eat healthier lately, incorporating more fruits and vegetables into my meals.	0
I’ve taken up running, and it’s amazing how much progress I’ve made in just a few months.	0
Every time I try to sleep, I feel like I’m wasting precious time I could use to work.	1
The concert last night was incredible. The band played all my favorite songs, and the atmosphere was electric.	0
I’ve been practicing yoga, and it’s been a great way to stay in shape and relieve stress.	0
My mind feels foggy, but I know it’s just the stress of this never-ending project.	0
The coffee shop down the street has the best pastries. I could eat their croissants every day.	0
I’ve been following the latest developments in renewable energy, and the innovations are promising.	0
Sometimes, I stay up late just to get a moment of peace, but it leaves me more tired.	1
I’ve been redecorating my apartment, and it’s amazing how much difference a few small changes can make.	0
I've been binge-watching a new series on Netflix, and it's one of the best shows I've seen in years.	0
The alarm goes off after what feels like minutes of sleep. Time to start another day.	1
Despite my best efforts, I can't seem to shake off this perpetual feeling of exhaustion.	1
I feel like my body is running on fumes at this point, and I need a break.	1
Lately, I’ve been relying on caffeine to function, but it’s only masking my fatigue.	1
My favorite restaurant just introduced a new menu, and the dishes are even better than before.	0
Working through the night used to be easy, but now I feel the exhaustion creeping in.	1
The workload has been intense lately, and my sleep schedule has completely collapsed.	1
I’m planning a road trip across the country next month, and I can’t wait to see all the sights.	0
I spent the whole day in meetings, and now I just want to lay down for a bit.	0
No matter how hard I try, sleep seems like a luxury I cannot afford anymore.	1
The new movie that just came out is a must-see! The plot twists kept me on the edge of my seat.	0
I feel like a zombie most days because of how little sleep I’m getting.	1
I’m finding it harder to stay awake during the day, but I know it’s just because I’m overworked.	0
The local football team won their game last night, and the celebration lasted until morning.	0
The beach was packed with people over the weekend, and I got a great tan from being in the sun.	0
I attended a tech conference recently, and the innovations in AI were mind-blowing.	0
Even when I try to relax, my mind keeps thinking about everything I need to do.	1
